id,screen_name,name,created_at,full_text,heure,longueur_texte,nombre_mots_cle,Catégorie,Inconfort,Urgence,Sentiment
82,GirardBenjamiin,Girard Benjamin,2024-02-17 09:54:15+00:00,"Belle méthode @ENGIEpartFR ! @ENGIEgroup. \nPour l’histoire, nous avons été démarché par un de vos commerciaux qui nous annonce 135€/mois. \nUne fois le contrat signé nous sommes à 240€/mois. \n\nMerci pour la franchise de la personne du service client qui nous dis la vérité ! https://t.co/TFY9GDZElH",09:54:15,301,2,Service client injoignable,90.0,False,Négatif
83,LeArtavus,Artavus,2024-02-17 19:29:27+00:00,En 2024 l'électricité s'envole avec @ENGIEpartFR\n\nJ'attends qu'il corrige... https://t.co/2s7CBgFsx6,19:29:27,102,0,Problèmes avec l’application,80.0,False,Négatif
84,AntoineSautarel,Antoine Sautarel,2024-02-18 21:24:34+00:00,@ENGIEpartFR  vous pensez qu’un jour votre appli marchera correctement ? C’est ça toutes les semaines… https://t.co/7tYiYJtgxu,21:24:34,126,0,,,,
85,b_scotto,b.scotto #D,2024-02-19 11:47:20+00:00,"@ENGIEpartFR pouvez-vous confirmer la hausse que vous allez appliquer ?\nAutour de moi, personne n'a été informé.",11:47:20,113,0,Problèmes de facturation,90.0,True,Négatif
86,pharaon_alain,alain🔺🔺🔺👁🌍✨,2024-02-19 12:37:10+00:00,"Merci ⁦@ENGIEpartFR⁩ chauffe presque pas.maxi 19,5degres racket et en marche 😡😡😡🤪 https://t.co/iiWEI1L42A",12:37:10,105,1,Problèmes de facturation,90.0,True,Négatif
87,casanegra1113,ℙ𝕣𝕚𝕟𝕔𝕖𝕤𝕤 𝔻𝕒𝕚𝕤𝕪 🇫🇷🇲🇦🇩🇿,2024-02-19 13:08:30+00:00,Belle surprise en rentrant de vacances… 800€ d’électricité alors que ma consommation n’a pas changé depuis deux mois. \nJe ne veux pas être grossière mais là @ENGIEpartFR se fout de nous. \nIls ont clôturé 2023 avec un bénéfice de 4 milliards d’€ ! \n#RefuseDePayerTaFacture,13:08:30,274,3,Problèmes avec l’application,80.0,False,Négatif
88,bernadrian,Bernard Adrian #🟦,2024-02-20 10:32:44+00:00,Dites donc @ENGIEpartFR c'est normal que mon tarif gaz passe de 9 à 13 centimes le kWh en plein contrat de 3 ans (signé en mars 2022) ?,10:32:44,135,0,Problèmes de facturation,90.0,True,Négatif
89,Altesse64,eleme64,2024-02-20 17:26:46+00:00,Coucou @ENGIEpartFR Ça va tranquille les augmentations sur le coût d'un abonnement ?! 120€ de plus en 2 ans ! https://t.co/jkpyLEdJy8,17:26:46,133,0,Problèmes de facturation,90.0,True,Négatif
90,maxcordiez,Maxence Cordiez,2024-02-21 17:46:23+00:00,"Bonjour @ENGIEgroup et @EDFofficiel.\n\nAujourd'hui, j'ai reçu 2 appels frauduleux usurpant le nom de vos entreprises afin de tenter de me soutirer des informations (même en étant sur bloctel).\n\nC'est vraiment pénible.\n\nAvez-vous un service juridique que ça peut intéresser ?\n\n1/2",17:46:23,286,1,Service client injoignable,90.0,False,Négatif
91,mje_lfe,putain de chat noir,2024-02-21 18:39:59+00:00,@ENGIEpartFR qui augmente mes mensualités de 42€ par mois .. en deux ans mes mensualités ont doublé pour exactement la même conso. En 2025 je passe à 250€ par mois c’est ça ?,18:39:59,174,1,Problèmes de facturation,90.0,True,Négatif
92,VMortagne,Vénus 💫,2024-02-22 08:38:16+00:00,"#ENGIE #ENEDIS @ENGIEpartFR @ENGIEgroup @enedis @enedis_clients @enedis_paris \n200€ POUR 30m2 avec des équipements neufs ?! DES FACTURES ÉNORMES, INCOHÉRENTES QUI AUGMENTENT de 20€ EN 24h ?!?!\n/!\ NOUS ATTENDONS DES EXPLICATIONS CLAIRES ET RAPIDES AVANT DE PASSER À LA JUSTICE! https://t.co/H0ugQ6PYHp",08:38:16,303,0,Service client injoignable,90.0,False,Négatif
93,me_jvlle,M.,2024-02-22 12:05:34+00:00,Merci pour ces précieuses informations @ENGIEpartFR 😅 https://t.co/5PnSMH91Ow,12:05:34,77,0,,,,
94,aaadlng,Alexandre 🦞,2024-02-23 10:38:19+00:00,"il est 11h38, il te reste 22 minutes dépêche-toi @ENGIEpartFR 👀 https://t.co/YKg6S6PmAu",10:38:19,87,0,,,,
95,ESagnelonge,Erika Sagnelonge,2024-02-25 09:25:19+00:00,@ENGIEpartFR c'est sympa de changer le contrat pour me le facturer plus cher alors que je n'ai rien demandé! C'est de la fraude!,09:25:19,128,1,Problèmes de facturation,90.0,True,Négatif
96,fareshas59,fareshas59,2024-02-25 12:30:35+00:00,@ENGIEpartFR  n’est pas\nCapable de nous fournir les factures sur 1 an mais en plus \nImpossible de les joindre  puis ils osent nous dire qu’ils plafonnent les prix et on se fait truander de 25% d’augmentation \nComment on a pu en arriver la \n@60millions \n@courbet_julien \n@litigeFR,12:30:35,285,2,Problèmes de facturation,90.0,True,Négatif
97,Excta3,Excta,2024-02-26 07:52:23+00:00,"En france, c'est apparemment possible d'être sans chauffage ni eau chaude durant trois jours, en hiver alors qu'il fait moins de dix degrés dans la maison. Merci Engie. @ENGIEpartFR",07:52:23,181,1,Problèmes de facturation,90.0,True,Négatif
98,Alexf80341509,Alexf,2024-02-27 07:45:24+00:00,"Je découvre dans les comms que je ne suis pas la seule à me faire tabasser par @ENGIEpartFR \nOk je suis dans une 🏠 pas super isolée, en chauffant a minima pour pas être obligée d'être en pull/plaid/chaussettes en sdb et chambre c'est 300€/mois, idem ceux en appart' visiblement",07:45:24,278,2,Problèmes de facturation,90.0,True,Négatif
99,ENGIEpartFR,ENGIE Particuliers,2024-02-27 10:00:11+00:00,✅❌ Vrai ou Faux ?\n\nBaisser le chauffage d'un degré permet de réaliser environ 7% d'économies d'énergie.\n\nLa réponse demain sur @ENGIEpartFR ! 😉,10:00:11,147,0,Problèmes de facturation,90.0,True,Négatif
100,JunkiePriss,Priss,2024-02-27 14:02:46+00:00,@ENGIEpartFR le site est en panne depuis 2 jours … Quand pourrons nous y avoir accès s’il vous plaît,14:02:46,100,2,Problèmes de facturation,90.0,True,Négatif
101,avanakama,TOOBI,2024-02-28 06:08:47+00:00,"@ENGIEpartFR je vous hais c'est pas possible d'être aussi con ma parole vous servez à rien on a beau vous appeler 10 fois vous régler jamais le problème ! 700€ de prélevé comme ça alors que la facture est une erreur d'après vos dires, allez vous faire foutre",06:08:47,258,4,Problèmes de facturation,90.0,True,Négatif
102,lhawai1,LHAWAI1,2024-02-28 07:43:16+00:00,@ENGIEpartFR   3 semaines pour traiter un dossier et recevoir une pièce (disponible en 2 jours chez Cedeo).\nPas d'eau chaude et de chauffage en plein hiver et ils s'en foutent royalement. On se rend compte que l'on paie un abonnement d'entretien sans aucun service derrière...,07:43:16,277,1,Service client injoignable,90.0,False,Négatif
103,peterpancf,peterpan😉,2024-02-28 09:31:22+00:00,@ENGIEpartFR c'est normal que vos employés nous racroche au nez???,09:31:22,66,0,,,,
104,laudpsr,Laudpsr,2024-02-28 12:38:31+00:00,"@ENGIEpartFR 2 rdv annulés en novembre et décembre 2023, puis enfin un rdv lundi avec un technicien pour l’entretien annuel de ma chaudière et depuis lundi que des problèmes alors que ma chaudière allait très bien avant ça",12:38:31,222,1,Problèmes avec l’application,80.0,False,Négatif
105,AllaanFt,Allan Ft,2024-02-28 15:01:56+00:00,"@ENGIEpartFR Scandaleux d'augmenter la mensualité des clients de 124% sans prévenir,  jouer avec l'argent des clients comme ça c'est Scandaleux, sans compter les prélèvements sans que ni tête. Sans un appel rapidement du service concerné comme demandé ce sera ciao.",15:01:56,265,1,Service client injoignable,90.0,False,Négatif
106,ChloeByclo,chloeanne,2024-02-28 15:48:46+00:00,"@ENGIEpartFR À quel moment peut on dire à quelqu’un qui s’interroge sur sa facture que sa demande ne rentre pas dans les 3 min et qui sort,en plus, vous m’avez fait ouvrir des onglets et télécharger des documents pour rien… https://t.co/qda5V0AAIU",15:48:46,247,3,Problèmes de facturation,90.0,True,Négatif
107,thermsdorff,Thomas Hermsdorff,2024-02-28 19:39:01+00:00,@ENGIEpartFR @laudpsr Réponse du SAV d'Engie : on vous recontactera pour planifier un dépannage... Je fais comment avec un bébé et sans chauffage ?,19:39:01,147,0,Problèmes avec l’application,80.0,False,Négatif
108,Cozic3,marie,2024-02-29 19:40:36+00:00,"@ENGIEpartFR , ma facture de février a augmenté de 100% /fev 23, avec un changement de tous mes chauffages, température 18 degrés. Vous êtes de véritables escrocs !",19:40:36,164,0,Problèmes avec l’application,80.0,False,Négatif
109,By__Lisson,🌻𝑺𝒖𝒏𝒏𝒚 𝒂𝒏𝒅 𝒕𝒉𝒆 𝑭𝒊𝒔𝒉🐟,2024-03-01 03:49:20+00:00,@ENGIEpartFR vous faite mal votre boulot. C'est aberrant d'être dans cette situation.,03:49:20,85,0,Pannes et urgences,100.0,True,Négatif
110,MCarolineL,Mlle Halloween 🎃,2024-03-01 05:28:04+00:00,"@ENGIEpartFR Salut Engie ! Comment ça va vous ? Bien bien ? Parce qu'en fait vous nous avez supprimé notre contrat gaz sans nous avertir, on a du se barrer en vitesse chez un autre fournisseur et maintenant vous nous réclamez des frais d'abo et de souscription ?",05:28:04,262,1,Problèmes de facturation,90.0,True,Négatif
111,Toto7957,Toto7795,2024-03-01 11:43:45+00:00,@engiepartFR \n@ engiepartSAV\n@dgccfr\n@60millions\nENGIE l incompetence a un nom !! \nPersonne d’assez compétent pour prendre en charge et assurer un suivi \nDe leur numéro cristal à leur SAV sur X\nPar contre pour les prélèvements ils sont tous au rendez-vous !,11:43:45,264,0,Problèmes de facturation,90.0,True,Négatif
112,_Kika___,Kika 🐨,2024-03-01 12:31:49+00:00,@grdf @ENGIEpartFR since 2017 je vous répète que je n'ai pas de gaz. Je n'ai même aucun contrat gaz chez vous ni ailleurs. Vous allez comprendre a quelle heure ?? C'est du harcèlement mail et physique. je vais vous denoncer à @GDarmanin https://t.co/zVOkmLBjlv,12:31:49,260,1,Problèmes de facturation,90.0,True,Négatif
113,LilKermzy,Kermit,2024-03-04 09:09:00+00:00,@ENGIEpartFR 3 Fois que je répète toutes mes informations pour faire UNE FICHE CLIENT et c'est si compliqué que ca ? \nLORDINATEUR NE MARCHE PAS ?????? C'est quoi ??? Une entreprise des années 40 ?????,09:09:00,201,1,Service client injoignable,90.0,False,Négatif
114,SamVenere2022,Sam Venère,2024-03-04 09:42:43+00:00,@ENGIEpartFR  vous répondez quand au téléphone ? plus de 20 m’ que j attends en ligne,09:42:43,85,0,Problèmes de facturation,90.0,True,Négatif
115,CedricFt92,Cédric Ft,2024-03-04 16:33:29+00:00,"@ENGIEpartFR pourquoi sur mon espace client, mon ancienne adresse de domicile est toujours mentionnée comme lieu de consommation, malgré avoir fait la procédure de changement d'adresse sur l'application ? Combien de temps ça prend pour faire le changement ?",16:33:29,257,1,Service client injoignable,90.0,False,Négatif
116,hyunsaeng,HyunSaeng,2024-03-05 21:52:30+00:00,"Donc @ENGIEpartFR qui m'envoie un nouvel échéancier avec la revalorisation des prix et donc qui passe de 48€ à 75€ par mois... Le plus que je consomme dans l'année c'est en décembre et janvier, la je dépasse les 55€ mais sinon je suis en dessous des 50€ voir même 40€...",21:52:30,270,1,Problèmes avec l’application,80.0,False,Négatif
117,Sey_mc0,Ma,2024-03-06 20:58:12+00:00,"@ENGIEpartFR est-ce normal que le prix de ma consommation du mois de Février était de 45euro il y’a 2 jours et aujourd’hui 77 euros ?! Comme par magie ? Je paye un Kwh à 0,44 cts d’euros alors que mon contrat de base est de 0,22cts kwH.",20:58:12,236,1,Problèmes de facturation,90.0,True,Négatif
118,Gawawelle5,Gaelle Hamon,2024-03-07 13:42:55+00:00,@ENGIEpartFR Nous on a consommé moins que l'année dernière. On a payé plus de 100€ en plus sur la facture. Pour la même période. Ça va bien pour vous ? Il va où le pognon ?,13:42:55,172,0,Problèmes de facturation,90.0,True,Négatif
119,tom37540,tOji-GeEk,2024-03-08 07:22:08+00:00,@ENGIEpartSAV Bonjour je viens de consulter ma consommation sur l’application mais je pense qu’il y a un problème. Pourriez vous me contacter svp? Merci,07:22:08,152,1,Problèmes avec l’application,80.0,False,Négatif
120,mllehelenew,H W,2024-03-08 08:23:27+00:00,@ENGIEpartSAV il faut combien de temps à votre agence de Grand Marseille pour rappeler ses clients? Plus d’un mois que j’attends malgré plusieurs appels à vos conseillers. Le montant de la facture a bien été débité sous 24h pourtant 🧐,08:23:27,234,1,Service client injoignable,90.0,False,Négatif
121,catwomanblk,Diamant,2024-03-08 14:57:50+00:00,"@ENGIEpartFR , cela fait 6 mois que j'ai déménagé de chez mon ex et que j'ai demandé à Engie de supprimer mon e-mail associée à son adresse. Aujourd’hui , ils ont supprimé l’adresse, mais ils n'arrivent pas à activer mon espace personnel.",14:57:50,238,3,Problèmes de facturation,90.0,True,Négatif
122,beubon,Tsilavo,2024-03-08 18:55:26+00:00,@ENGIEpartFR ça fait 4 fois que je vous appelle pour un pb de facture. À chaque fois on me dit ok et c'est tjrs pas fait. Faut connaître qui pour que le souci soit réglé ?????,18:55:26,175,2,Problèmes de facturation,90.0,True,Négatif
123,belleisa94,belleisa94,2024-03-10 12:41:54+00:00,"@ENGIEpartFR sur mon contrat, il est bien indiqué que de 07/23 à 07/24, le prix du kwh pour la fourniture ne doit pas évoluer, donc il devrait être à 0,12634 € ht, or, il ne cesse d'évoluer pour arriver aujourd’hui au prix de 0,1855€ht ! Je demande à être régularisée.",12:41:54,268,1,Problèmes de facturation,90.0,True,Négatif
124,pandeminione,"moi, christiane f.",2024-03-11 19:28:45+00:00,@ENGIEgroup @ENGIEpartFR sachez que je vais pas payer votre facture scandaleuse de 616€ que vous m’avez envoyé hein,19:28:45,115,1,Problèmes de facturation,90.0,True,Négatif
125,NicoMontalieu,NicolasMontalieu,2024-03-12 16:17:45+00:00,"Bonjour @ENGIEpartFR. Comment ça se passe quand on réserve la 1/2 journée à la maison car un technicien doit venir, mais que ce dernier passe une bonne partie de l'après-midi sur le parking à discuter avec son collègue et qui, finalement, n'est jamais venu ?",16:17:45,258,0,Problèmes avec l’application,80.0,False,Négatif
126,guetfllrd,gaetan.exe,2024-03-13 14:44:13+00:00,bjr @ENGIEpartFR pourquoi vous me surfacturez x3 ma conso électrique ??? je suis fonctionnaire par millionnaire,14:44:13,111,0,,,,
127,vr54110,Cy Ga (vr54110),2024-03-14 14:34:10+00:00,@ENGIEpartFR Sinon votre application est censé refonctionner quand ?? Ça fait 1 mois et demi qu'elle est inaccessible !!!,14:34:10,121,2,Problèmes de facturation,90.0,True,Négatif
128,Pierre_Fiol,Pierre Fiol,2024-03-14 16:50:24+00:00,"dites @ENGIEpartFR, il y a des gens à vos couleurs (gilet, badge) qui font du porte à porte rentre-dedans en pressant les gens de remplir des documents pour soit disant installer 1 solution gratuite de pilotage du chauffage en partenariat avec le département de l'essonne (1/2)",16:50:24,277,0,Problèmes avec l’application,80.0,False,Négatif
129,LaureBBW,Triomphe de Neptune 🧞‍♀️,2024-03-15 11:53:40+00:00,@ENGIEpartFR c’est normal que je comprend rien à ma consommation ?\nEntre abonnement et conso c’est quoi la différence ?,11:53:40,120,1,Pannes et urgences,100.0,True,Négatif
130,Mimoz0,Mimoso,2024-03-15 15:48:15+00:00,"Tu sais quoi @ENGIEpartFR on va faire un truc. Offre moi la corde ça ira plus vite. Vive les anxiolytiques. Tu m'expliques comment j ai utilisé-33% d élec mais que j ai quasi 300€ de plus à payer ? Un jour je n'aurais plus la force, vraiment. https://t.co/pjVVXsbpUS",15:48:15,266,0,Problèmes de facturation,90.0,True,Négatif
131,snoop_ahahah,snoop,2024-03-18 11:38:28+00:00,"@ENGIEpartFR ma voisine a reçu un appel téléphonique d'un homme du 0377182277 qui lui notifie son adresse et le fait qu'elle soit propriétaire mais lui répondant qu'elle n'est que locataire il lui raccroche au nez, c'est votre façon de faire ou bien ?",11:38:28,251,1,Problèmes de facturation,90.0,True,Négatif
132,vince_b29,Vincent Beck,2024-03-18 19:11:43+00:00,@ENGIEpartFR Ça ne vous dérange pas de me placer 43% d'augmentation sur le kWh en deux mois? Deux appels avec vos conseillers bien éduqués pour répondre de manière évasive. 😡😡\n#électricité\n#consommateur\n#énergie\n#engie\n#arnaque\n@UFCquechoisir https://t.co/CmfZ7dFUrM,19:11:43,272,2,Problèmes avec l’application,80.0,False,Négatif
133,elgang1010,loic,2024-03-19 10:01:56+00:00,"@ENGIEpartFR moins 13% de consommation et facture plus que doublé, du vol pour et simple !!! https://t.co/NHuZW63L94",10:01:56,116,0,Problèmes de facturation,90.0,True,Négatif
134,Christo09033176,Christophe Delattre,2024-03-19 12:23:47+00:00,@ENGIEpartFR sont des voleurs et ils trafiquent les données. Je vous déconseille ce fournisseur.\nExemple mon suivi en octobre m'indique une économie de 90€ et hop engie passe par là plus rien😡🤬\nNous avons un système en temps réel maintenant et bizarrement rien n'ai cohérent!,12:23:47,277,1,Problèmes de facturation,90.0,True,Négatif
135,DaMrTom,Thomas 💀⚔️ Matador ⚔️💀,2024-03-19 15:13:27+00:00,L’application @ENGIEpartFR est toujours à la ramasse. Quand est ce qu’on passe à la vitesse supérieure dites nous vite ? https://t.co/eYJ8DCLrA7,15:13:27,144,0,Problèmes avec l’application,80.0,False,Négatif
136,saintjammes,SaintJammes,2024-03-20 08:44:05+00:00,"@ENGIEpartFR dites , j'agis avec engie, vous voulez pass réparer ma clim, ça fait des mois que j'attends et que je rappelle sans résultat..... Bravo l'action...",08:44:05,160,2,Problèmes avec l’application,80.0,False,Négatif
137,JHurtrez,Jean-Paul Hurtrez,2024-03-21 10:54:14+00:00,@ENGIEpartFR a quand le retour de l'espace client sur votre site ?,10:54:14,66,0,Service client injoignable,90.0,False,Négatif
138,jemennuiebcpp,Boo,2024-03-21 13:54:01+00:00,C’est moi ou le prix de l’électricité a augmenté en mars ? Je paie autant que lorsqu’on mon chauffage était allumé alors que je l’ai éteint il y a 4 jours ..? @ENGIEpartFR,13:54:01,171,0,Problèmes de facturation,90.0,True,Négatif
139,zewala3,̷L̷'̷A̷n̷g̷e̷_ ̷i̷n̷d̷o̷m̷p̷t̷a̷b̷l̷e̷,2024-03-22 07:15:35+00:00,"@ENGIEpartFR @maison_travaux Comment se fait-il que🔥gazinière a une odeur jamais observée les années auparavant ? J'aimerai explication ?\nidem chauffage🔥qualité diluée et,compteur tourne pareil ? @60millions @UFCquechoisir\nLes jeunes de- de 30a ne peuvent savoir, avant EDF-GDF tenait sur la même facture...",07:15:35,309,1,Problèmes de facturation,90.0,True,Négatif
140,THOMASS76089750,- Pepito -,2024-03-22 14:43:26+00:00,Bonjour.\nC'est vous @ENGIEpartFR ou @ENGIEpartSAV au bout de ce numéro ?? Ou est ce une arnaque qui tente de se faire passer pour vous ??\n\nMerci pour votre retour rapide. https://t.co/5gAD21WgMd,14:43:26,197,0,Problèmes de facturation,90.0,True,Négatif
141,AznarPierre2,mr wick 🐕 (pierre),2024-03-23 21:32:53+00:00,"Et bien sûr en ce moment, je n'ai d'aide de personne ya pas un chèque énergie @ENGIEpartFR , je me fait allumer tout les mois à payer 100 balles ,c'est plus possible c'est trop cher ...",21:32:53,185,3,Problèmes de facturation,90.0,True,Négatif
142,SoLaPuissance,So2,2024-03-25 12:17:29+00:00,@ENGIEpartFR qui vous communique des plages horaires d'heures creuses lors de la souscription du contrat élec et quelques mois plus tard se rendre compte qu'elles ne sont pas prises en compte. Réécoutez l'appel et vous verrez bien que vous êtes des escrocs !,12:17:29,258,2,Problèmes de facturation,90.0,True,Négatif
143,leamths5,Léa Mathis,2024-03-25 12:46:08+00:00,@ENGIEgroup pire fournisseur d’électricité !  4 mois de démarches et ils annulent un contrat alors que je demande juste une mensualisation. \nJe me retrouve sans contrat depuis 2 mois et sans justificatif de domicile ni rien… \n« On vous recontacte dans deux semaines »,12:46:08,269,3,Problèmes de facturation,90.0,True,Négatif
144,LitaCabbit,Lita🌺,2024-03-26 14:05:50+00:00,"@ENGIEpartFR @la_csf Vous n'en avez pas marre de mettre le couteau sous la gorge de vos clients ? Sans parler du service client qui essaie soit de nous faire culpabiliser ou nous arnaquer. On a jamais eu droit au bouclier énergie, vous êtes une source d'anxiété immense dans mon foyer. JE ME TIRE. https://t.co/TDEl0GFiAN",14:05:50,321,2,Service client injoignable,90.0,False,Négatif
145,cehtolonen,Charlotte Tolonen,2024-03-27 07:18:17+00:00,"In a stalemate since 12 dec with @ENGIEpartFR and @GRDF - ""smart"" gas meter is miscalibrated &amp; they require ME to fix it? 12+ hours in customer service calls and we are still not fixed. Keep saying they will ""fait le necessaire"" but then cancel each other's service calls - HELP!",07:18:17,283,2,Service client injoignable,90.0,False,Négatif
146,WD_And_Co,WD And Co,2024-03-27 08:18:55+00:00,"@ENGIEpartFR Êtes vous sûr de vos données ?\nSi je reçois une facture plus élevée, il me faudra des explications. https://t.co/o0OkeQcm96",08:18:55,137,0,Problèmes de facturation,90.0,True,Négatif
147,Randzahroc,Thérésa 🏳️‍⚧️🐿️,2024-03-27 15:17:34+00:00,@ENGIEpartFR J'ai regardé en détail et c'est la facture d'instalation. Mais ça fait peur 😭 Ça va pas de dire qu'il y a eu un échange alors que non ?,15:17:34,148,2,Problèmes de facturation,90.0,True,Négatif
148,theoalrd,Théo Alrd,2024-03-27 16:23:38+00:00,"@ENGIEpartFR @GRDF \n\nALERTE NE PAS CHOISIR CETTE ENTREPRISE POUR LE CHANGEMENT DE GAZ OBLIGATOIRE !\nNous sommes privés d’eau chaude et de chauffage depuis ce vendredi 23/03 à 16h , il fait 16° chez moi.\nGRDF mandate cette entreprise pour effectuer les réglages nécessaire https://t.co/2t0OgFnZA4",16:23:38,299,3,Problèmes de facturation,90.0,True,Négatif
149,Brutus8039277,Brutus,2024-03-28 07:05:45+00:00,@ENGIEpartFR qui coupe mon contrat d’électricité et de gaz 2 semaine trop tôt! Quelle honte !!! Je le retrouve avec un bb sans gaz et sans électricité ! Mon frigo plein qui va finir à la poubelle! Je fonce déposer une plainte immédiate,07:05:45,235,0,Problèmes avec l’application,80.0,False,Négatif
150,ValentinBonnel,val,2024-03-30 16:11:17+00:00,"@ENGIEpartFR bonjour, je souhaiterai voir pour basculer l’électricité chez vous, vous pouvez vous me donner une estimation mensuelle svp?",16:11:17,137,0,,,,
151,Synea41,Synea41,2024-04-02 15:20:26+00:00,C'est beau @ENGIEpartFR de faire appel aux étrangers pour gérer les appels. Mais on fait quoi quand ils sont incapables de comprendre la demande et nous renvoient même pas vers quelqu'un qui comprend mieux et raccrochent ? 😡,15:20:26,224,2,Problèmes de facturation,90.0,True,Négatif
152,incarnare,incarnare,2024-04-02 17:07:38+00:00,Le daron a souscrit un contrat d'entretien PAC chez @ENGIEpartSAV. Dans ce thread je vous partage ses galères..\n🧵,17:07:38,114,0,Pannes et urgences,100.0,True,Négatif
153,nathan25870,Nathan Mechet,2024-04-03 14:13:34+00:00,"@ENGIEpartFR \nVous trouvez ça normal d’avoir 2000€ de régularisation de octobre 2023 à mars 2024 en ayant 60m2 et ne chauffant que le strict minimum. Des voleurs pareil JAMAIS VU !!! Personnel au téléphone incompétente, on mange des cailloux le mois prochain ??",14:13:34,262,1,Problèmes de facturation,90.0,True,Négatif
154,Xliyne44,Caroline,2024-04-03 15:43:04+00:00,@ENGIEpartFR 17h40 j'attends depuis 13h le gars qui dois venir faire l'entretien de la chaudière....,15:43:04,100,1,Problèmes de facturation,90.0,True,Négatif
155,BIO_MOOD,Co Mood,2024-04-03 16:28:21+00:00,@ENGIEpartFR vous êtes vous fait pirater vos données ou bien vendez vous nos Datas ? \nJe reçois plein de sms de numéros non commerciaux et la façon dont ils m’interpellent ( noms accolés de la colloc ) il n’y a que chez vous que je suis enregistrée ainsi. C’est juste intolérable,16:28:21,280,1,Problèmes de facturation,90.0,True,Négatif
156,MrOrkyd,MrOrkyd,2024-04-03 17:57:36+00:00,"Bravo  @ENGIEpartFR,  vous êtes tellement des escrocs.  . Entre juin 2023 et aujourd'hui, je vous ai appelé 17 fois. 17 fois on m'a promis de me rapeller pour régler ma situation. Ça n'est jms arrivé. Aucun respect pour vos clients.   #engie #escroquerie #mensonge",17:57:36,264,0,Service client injoignable,90.0,False,Négatif
157,Shiroholo,Shiro,2024-04-04 05:30:52+00:00,"@ENGIEpartFR donc envie définitivement classer dans la catégorie voleur? Une telle facture pour ma mère en invalidité , donc même pas sûr de pouvoir la payer. Pour un kilowattheure à 0,40!!!\nJamais avertis via le site ( site qui parle de 0,21) merci au service client pareil! https://t.co/Wq4blhHvdC",05:30:52,300,2,Service client injoignable,90.0,False,Négatif
158,blavier86,Portalet,2024-04-04 09:18:26+00:00,"@ENGIEpartFR A fuir bande d’incompétents. J'étais mensualisé et Engie a arrêté sans raison la mensualisation à la fin j' ai eu une grosse facture à payer. pour compenser Engie m' a promis un geste commercial baisse de 25,00€ que je n' ai jamais reçu",09:18:26,249,0,Problèmes de facturation,90.0,True,Négatif
159,christophejacro,christophe jacrot,2024-04-05 08:11:41+00:00,"@cathmacgregor @ENGIEChile @ENGIEgroup SANS UN APPEL d'UN RESPONSABLE, je CONSIDERE ENGIE COMME UNE BOITE MAFIEUSE !! j'insiste MAFIEUSE !! je répète MAFIEUSE (déjà condamnée ...)",08:11:41,179,0,Problèmes de facturation,90.0,True,Négatif
160,CoBouillot,Coralie Bouillot,2024-04-06 08:46:03+00:00,"Facture exorbitante d'électricité de ma fille étudiante. J'appelle @ENGIEpartFR pour essayer de comprendre. Zéro détail, zéro explication à part un cours théorique sur le KwH. Je demande un détail conso, on me dit que ça coûte 2€ par mois...",08:46:03,241,1,Problèmes de facturation,90.0,True,Négatif
161,SylaannK,Sylaann,2024-04-07 18:27:38+00:00,Bonjour @ENGIEpartFR pouvez vous m'expliquer s'il vous plait à quoi correspondent les gros pics de consommation d'electricité que j'ai en journée vers 18h00 et 21h00?\nJ'ai juste un frigo qui consomme en continue et un ordinateur qui fait de meme (sauf la nuit) https://t.co/nzj3WTwox5,18:27:38,285,1,Problèmes de facturation,90.0,True,Négatif
162,VikingMaure,Épileptique-Gamer,2024-04-08 10:24:52+00:00,"C'est qui ce +33662563637 qui prétend être mon fournisseur d'énergie mais ignore où j'habite ? Et qui en plus me parle d'aide aux panneaux photovoltaïques alors que @ENGIEpartFR sait que j'habite en HLM ? Bref, N° bloqué mais #Bloctel pourrait m'éviter d'avoir a le faire 😡",10:24:52,273,0,Problèmes de facturation,90.0,True,Négatif
163,Melhildor,Vinz Robert,2024-04-08 14:47:55+00:00,"Le prix au kWh a été multiplié par 2 (et même par un peu plus que 2 pour les heures creuses). @ENGIEpartFR vous êtes des voleurs, mais comme nous avons également un gouvernement de voleurs, c'est logique qu'il vous laisse faire.",14:47:55,228,0,Problèmes de facturation,90.0,True,Négatif
164,arnaudPapin1312,Arnaud Papin,2024-04-08 15:39:46+00:00,"@ENGIEpartFR \n\nBonjour , le 01/02/2024 ,nous avons eu la désagréable surprise de voir le prix du kwh d électricité de mon contrat passer de 0,20e ttc à 0,37euros soit presque 100% d augmentation et cela sans nous alerter ni par téléphone et par mail).",15:39:46,253,0,Problèmes de facturation,90.0,True,Négatif
165,OgMedved,Medved,2024-04-09 10:17:25+00:00,"Salut @ENGIEpartFR , j’entame mon 12eme jour sans électricité, j’suis Jiri Prochazka moi ?",10:17:25,90,0,,,,
166,osauvan,Olivier,2024-04-09 16:51:09+00:00,"@ENGIEpartFR @ENGIEgroup , est ce normal de poireauter 2 x 25 minutes sur le 0969321953 (3 minutes annoncées) tout ça pour modifier un nom sur un contrat. Ah oui nous avons été sur notre espace personne. Service clients aux abonnés absents.",16:51:09,240,1,Service client injoignable,90.0,False,Négatif
